age,education,experience,jobclass,region,salary
59,Advanced,24,Industrial,South,44869
53,<HS,23,Industrial,East,41520
44,College,16,Information,South,54668
55,College,1,Information,South,39561
24,SomeCollege,12,Industrial,West,41314
22,Advanced,30,Industrial,East,31270
60,HS,28,Industrial,South,39764
62,HS,27,Industrial,East,59462
48,<HS,26,Industrial,West,29282
40,SomeCollege,14,Information,West,67281
59,HS,30,Industrial,South,32315
27,HS,39,Industrial,West,52249
49,College,14,Industrial,West,57274
60,Advanced,32,Industrial,West,62369
47,HS,19,Information,East,62373
56,HS,11,Information,East,48739
48,Advanced,36,Information,South,47426
35,<HS,8,Information,South,58948
53,<HS,22,Industrial,West,54170
19,HS,7,Industrial,West,44812
31,SomeCollege,31,Information,South,55564
30,HS,13,Information,West,47493
46,Advanced,26,Industrial,South,40991
29,SomeCollege,24,Industrial,East,44324
56,SomeCollege,12,Information,West,57296
19,HS,20,Industrial,West,36078
49,SomeCollege,30,Information,West,66595
30,College,36,Information,East,41640
63,College,4,Information,East,16101
44,College,12,Information,West,58288
58,SomeCollege,27,Information,South,9478
34,Advanced,24,Industrial,East,34821
57,College,34,Industrial,West,86336
48,College,38,Information,West,65899
51,<HS,6,Information,East,64660
41,<HS,37,Information,South,33217
62,HS,31,Industrial,West,47200
52,College,2,Industrial,South,68621
23,SomeCollege,38,Information,South,59594
36,SomeCollege,36,Information,East,67037
47,College,21,Industrial,West,76723
24,College,7,Information,West,59901
27,Advanced,16,Information,South,31539
58,HS,26,Industrial,East,58975
49,College,32,Information,East,46467
51,HS,16,Information,East,30637
45,HS,11,Information,South,63418
32,HS,26,Information,South,68031
47,HS,7,Industrial,West,48591
54,SomeCollege,22,Industrial,East,54807
46,College,28,Industrial,South,18909
39,HS,19,Industrial,East,66856
21,College,15,Information,South,61898
37,SomeCollege,16,Industrial,West,53753
49,HS,15,Industrial,East,31213
53,SomeCollege,18,Information,South,25334
21,HS,7,Information,East,80398
44,SomeCollege,37,Industrial,South,35006
34,SomeCollege,37,Industrial,South,52012
29,HS,28,Information,South,35469
39,HS,35,Information,East,15666
34,SomeCollege,25,Industrial,South,56720
27,Advanced,30,Information,West,59057
18,HS,11,Industrial,East,24968
39,College,16,Information,West,66624
43,College,14,Industrial,West,42100
35,Advanced,8,Information,East,33761
31,College,38,Information,South,32777
64,SomeCollege,11,Information,West,63068
46,College,31,Information,East,21143
29,College,24,Industrial,South,31367
53,HS,38,Information,East,56473
52,HS,17,Information,East,54480
29,<HS,14,Information,East,34670
24,College,31,Industrial,South,69295
46,College,5,Industrial,West,33304
28,HS,34,Information,West,46871
50,SomeCollege,33,Industrial,East,44886
23,SomeCollege,37,Industrial,East,44944
64,HS,4,Industrial,South,47070
32,Advanced,17,Information,East,46622
49,HS,15,Industrial,East,46437
28,<HS,7,Information,East,47271
40,SomeCollege,24,Information,West,66280
43,College,31,Information,East,46513
51,<HS,25,Information,West,60379
63,College,21,Information,South,52230
51,SomeCollege,30,Industrial,South,55493
46,HS,9,Information,West,61668
21,HS,11,Information,West,32895
34,SomeCollege,27,Information,West,59410
52,HS,5,Information,West,46817
30,Advanced,19,Information,East,35584
58,College,4,Information,West,61636
56,Advanced,22,Information,West,43619
32,HS,8,Information,West,55662
46,Advanced,28,Information,East,9313
46,SomeCollege,15,Information,East,60891
28,HS,21,Industrial,East,88851
49,<HS,7,Industrial,South,49885
19,<HS,19,Industrial,East,46046
64,College,13,Information,West,43080
31,SomeCollege,38,Information,East,58333
37,HS,36,Industrial,East,45438
39,SomeCollege,33,Information,West,59713
28,HS,10,Information,East,75836
44,SomeCollege,39,Information,South,62615
20,HS,32,Information,East,47380
34,College,30,Information,South,33267
61,College,33,Industrial,South,43876
45,SomeCollege,6,Information,South,47589
46,HS,22,Industrial,West,30221
38,HS,6,Information,East,66304
64,College,24,Information,South,58536
33,HS,2,Industrial,South,34271
54,HS,37,Industrial,East,23311
37,<HS,19,Information,West,60767
23,SomeCollege,33,Information,West,25349
36,SomeCollege,29,Industrial,South,51258
22,College,16,Information,West,43857
20,HS,9,Information,East,61999
18,HS,34,Industrial,West,62173
55,College,19,Information,East,37680
32,College,17,Information,South,63319
51,HS,26,Information,East,45658
52,SomeCollege,35,Information,South,50284
42,HS,22,Industrial,East,50591
41,Advanced,31,Information,East,83722
29,HS,9,Industrial,West,48209
35,Advanced,10,Information,East,24921
32,College,37,Information,South,39279
61,SomeCollege,5,Information,East,61070
33,<HS,33,Industrial,South,45738
44,SomeCollege,35,Industrial,South,50224
25,SomeCollege,36,Information,East,43520
63,HS,16,Information,West,7750
42,College,39,Information,East,38329
34,Advanced,39,Industrial,East,48840
46,SomeCollege,11,Information,West,23457
25,College,20,Industrial,South,32317
32,<HS,39,Information,East,44899
44,SomeCollege,18,Information,West,45030
63,HS,2,Information,West,55916
24,SomeCollege,17,Information,South,45847
20,Advanced,18,Industrial,West,55364
46,College,5,Industrial,South,39499
61,<HS,15,Information,East,53173
41,HS,7,Information,West,72066
20,SomeCollege,17,Information,East,54334
37,SomeCollege,38,Industrial,West,46474
63,College,11,Information,West,35858
32,College,9,Information,East,51304
42,SomeCollege,6,Information,West,46730
47,HS,0,Information,East,58429
31,HS,35,Information,East,22671
24,HS,20,Information,South,47178
34,HS,36,Information,East,56289
61,SomeCollege,23,Industrial,South,51940
37,College,24,Information,East,45012
53,College,6,Information,West,44804
26,<HS,16,Industrial,East,33517
55,HS,28,Information,West,55683
39,HS,29,Industrial,South,56373
19,HS,6,Information,West,28803
41,College,32,Information,East,61469
25,<HS,6,Information,West,40180
28,SomeCollege,23,Information,South,44360
30,HS,10,Industrial,West,77808
34,College,8,Information,West,74028
25,SomeCollege,11,Information,East,28301
38,HS,34,Information,East,30815
35,SomeCollege,3,Information,West,34235
47,College,35,Information,South,73793
35,Advanced,27,Information,West,40891
63,HS,12,Information,South,27887
64,College,22,Industrial,South,68486
48,Advanced,18,Information,South,58909
55,Advanced,36,Industrial,West,83764
49,SomeCollege,38,Industrial,South,58878
28,SomeCollege,23,Information,West,49521
62,SomeCollege,15,Industrial,South,53790
42,College,32,Industrial,South,43205
50,SomeCollege,11,Information,West,69582
55,College,33,Industrial,East,70374
58,SomeCollege,6,Information,East,26256
25,College,10,Information,West,64137
28,College,30,Industrial,West,33933
39,HS,28,Information,East,86206
41,College,12,Information,East,72755
58,SomeCollege,30,Information,East,32929
34,College,1,Industrial,West,53584
29,SomeCollege,38,Industrial,South,64896
63,HS,14,Information,West,40644
49,Advanced,10,Industrial,East,29504
32,HS,33,Information,South,51526
33,College,38,Information,West,47609
39,SomeCollege,3,Industrial,East,36285
45,SomeCollege,10,Industrial,West,68541
37,HS,28,Information,South,30665
50,SomeCollege,1,Information,East,48382
27,HS,15,Industrial,West,52727
57,<HS,38,Industrial,South,54634
49,HS,12,Industrial,South,66960
50,<HS,36,Information,West,46399
19,Advanced,16,Industrial,South,10948
50,Advanced,20,Industrial,East,44198
50,HS,18,Information,South,60884
58,College,6,Industrial,West,47837
30,HS,37,Industrial,East,47948
47,College,7,Industrial,South,57893
50,College,12,Industrial,South,59870
30,Advanced,36,Industrial,East,23204
43,SomeCollege,1,Industrial,East,49719
39,College,10,Information,South,47071
56,HS,23,Industrial,East,51126
19,Advanced,5,Industrial,West,20453
55,<HS,25,Industrial,South,69846
56,SomeCollege,6,Information,West,50100
43,College,38,Information,South,56374
63,College,18,Information,West,76489
32,HS,5,Industrial,West,56519
51,Advanced,28,Industrial,East,26901
59,HS,38,Information,South,48703
61,SomeCollege,1,Information,East,60123
57,HS,18,Information,East,50849
28,HS,3,Information,South,75602
20,SomeCollege,5,Industrial,West,37160
23,SomeCollege,36,Information,South,68676
26,HS,27,Information,South,62586
23,HS,29,Information,South,51331
26,SomeCollege,6,Information,East,54969
56,College,8,Industrial,South,35334
48,College,24,Information,South,45391
49,<HS,32,Industrial,South,58656
58,HS,0,Information,West,47763
29,HS,5,Information,West,50903
25,<HS,17,Information,West,64886
25,College,9,Industrial,West,21391
45,SomeCollege,27,Information,East,55540
37,HS,10,Industrial,East,76648
64,HS,32,Industrial,South,44347
24,<HS,0,Information,East,31335
28,College,12,Industrial,West,44163
37,Advanced,36,Industrial,South,27243
33,HS,19,Information,South,53385
21,HS,0,Information,West,48894
23,College,2,Industrial,West,54780
39,Advanced,17,Information,West,48031
43,SomeCollege,13,Industrial,East,52938
20,<HS,30,Information,South,56757
58,<HS,26,Information,West,32035
59,SomeCollege,16,Industrial,South,55191
31,HS,28,Industrial,South,71723
28,<HS,35,Information,East,35574
35,SomeCollege,36,Industrial,South,54624
29,<HS,25,Information,West,69420
40,College,16,Information,West,32674
29,HS,21,Industrial,South,61967
30,<HS,24,Information,South,46669
42,SomeCollege,1,Information,East,65170
62,HS,21,Information,West,37633
36,Advanced,4,Industrial,West,49864
63,SomeCollege,3,Information,South,27222
53,HS,35,Information,South,56559
62,College,5,Industrial,South,56731
25,HS,20,Information,West,58112
46,Advanced,12,Industrial,South,57373
49,HS,36,Industrial,East,48633
61,SomeCollege,24,Information,East,27835
35,<HS,25,Information,South,64881
23,SomeCollege,38,Information,East,49423
35,College,19,Industrial,East,55902
36,College,32,Industrial,East,47221
39,HS,13,Information,East,79381
54,HS,35,Information,East,41485
49,College,16,Information,West,40908
58,Advanced,20,Information,South,26575
20,<HS,15,Information,East,51693
45,SomeCollege,15,Industrial,South,77876
27,HS,19,Information,East,51875
52,College,28,Industrial,West,53406
46,<HS,27,Information,West,64598
32,HS,7,Information,East,52431
50,College,23,Information,East,67989
24,<HS,2,Industrial,East,70216
29,SomeCollege,24,Information,West,41105
47,SomeCollege,18,Information,West,28543
38,HS,32,Information,South,60343
48,HS,1,Industrial,West,54839
41,SomeCollege,14,Information,East,34312
37,HS,21,Information,South,39829
54,SomeCollege,9,Industrial,West,39782
21,College,17,Industrial,West,52211
45,College,21,Information,East,64960
61,HS,26,Industrial,South,65800
37,HS,12,Information,West,61862
41,HS,32,Industrial,West,45618
49,HS,4,Industrial,East,83301
58,SomeCollege,25,Information,South,50498
53,College,12,Industrial,South,44167
51,<HS,26,Information,South,29509
53,<HS,13,Information,South,44786
19,HS,23,Industrial,East,56581
32,College,2,Industrial,West,26206
51,HS,29,Information,West,35688
53,SomeCollege,34,Information,South,42989
23,HS,13,Information,South,38369
56,College,11,Industrial,South,37131
59,College,27,Industrial,West,66869
29,HS,28,Industrial,West,25239
20,HS,16,Information,South,52630
62,SomeCollege,39,Industrial,East,57786
35,HS,20,Industrial,West,42738
57,College,22,Industrial,West,46595
38,College,19,Information,South,49391
32,College,10,Information,East,59514
50,College,33,Information,South,72960
52,HS,9,Industrial,South,30732
43,HS,9,Information,East,36256
25,College,5,Industrial,East,37011
53,HS,35,Information,East,49811
47,College,23,Industrial,West,44003
40,HS,11,Information,South,59996
59,<HS,22,Information,West,40152
61,Advanced,26,Information,East,36676
31,HS,36,Information,West,38552
31,Advanced,5,Information,East,51735
19,Advanced,0,Industrial,East,64458
54,College,5,Information,South,49333
22,College,21,Information,South,41627
55,SomeCollege,23,Information,South,34534
62,College,24,Information,West,71924
58,HS,14,Information,South,23585
64,SomeCollege,25,Information,East,47208
31,SomeCollege,7,Information,South,61095
56,SomeCollege,23,Information,West,47002
42,SomeCollege,37,Industrial,South,41505
37,HS,5,Information,South,58034
19,SomeCollege,34,Information,South,33593
56,College,0,Information,West,23888
23,HS,35,Industrial,East,55297
34,Advanced,11,Industrial,East,35072
42,College,37,Industrial,East,51975
45,College,10,Information,South,48151
19,SomeCollege,11,Industrial,South,53915
52,College,38,Information,West,46593
54,<HS,6,Information,East,58272
22,College,10,Industrial,South,39446
18,<HS,35,Information,South,61718
57,College,30,Industrial,South,31735
29,Advanced,32,Information,West,67589
53,HS,12,Industrial,East,80774
62,HS,17,Industrial,West,51621
40,College,23,Information,East,73537
64,HS,8,Information,East,77426
48,College,30,Information,South,45185
28,HS,9,Industrial,South,50717
27,HS,1,Information,South,37788
20,Advanced,37,Industrial,South,38755
31,College,14,Industrial,South,53493
33,College,2,Information,East,25462
27,HS,30,Information,South,62521
46,College,5,Industrial,South,52509
27,SomeCollege,2,Information,West,60219
29,SomeCollege,10,Information,West,47269
47,College,14,Information,East,60087
58,SomeCollege,27,Information,East,53714
18,SomeCollege,9,Industrial,West,57608
22,HS,37,Information,West,63525
37,College,6,Industrial,South,31025
25,HS,14,Information,South,39453
60,College,17,Industrial,East,84722
29,HS,17,Information,West,53109
18,SomeCollege,23,Information,East,24248
37,College,1,Information,South,24331
45,HS,39,Industrial,East,48875
60,<HS,19,Industrial,East,42154
54,HS,33,Information,East,37904
64,SomeCollege,25,Information,South,76897
54,College,6,Information,East,44463
29,<HS,37,Information,South,62314
54,College,29,Industrial,West,53751
61,HS,4,Industrial,East,45576
45,SomeCollege,10,Information,East,32874
64,Advanced,0,Industrial,South,61538
32,HS,33,Information,East,14834
23,SomeCollege,0,Industrial,South,63060
61,<HS,18,Information,East,52269
37,<HS,1,Information,West,59278
31,HS,20,Information,West,50116
19,<HS,19,Information,West,31484
26,SomeCollege,22,Industrial,East,56023
54,SomeCollege,20,Industrial,East,62733
37,SomeCollege,23,Information,West,42812
43,HS,3,Industrial,West,59860
46,HS,11,Information,South,54448
18,College,21,Industrial,South,56758
52,Advanced,19,Information,West,37106
23,<HS,17,Information,West,69232
54,College,0,Information,East,54440
22,SomeCollege,29,Information,West,62475
50,SomeCollege,32,Industrial,South,44177
31,SomeCollege,23,Information,South,64734
29,<HS,13,Information,South,43670
59,<HS,35,Information,South,36623
37,SomeCollege,4,Industrial,South,76577
41,HS,10,Industrial,South,14410
60,Advanced,23,Information,West,94848
51,SomeCollege,30,Information,South,60526
42,HS,12,Industrial,South,45277
46,College,15,Information,South,54891
56,HS,23,Information,South,60534
48,SomeCollege,12,Information,West,45013
64,College,23,Information,East,80528
60,Advanced,25,Information,East,72133
40,College,1,Industrial,East,90902
61,College,15,Information,East,31678
55,College,37,Industrial,South,53229
37,Advanced,0,Information,East,29194
40,HS,10,Industrial,East,33627
62,<HS,34,Information,West,45105
33,HS,28,Information,West,45377
59,HS,36,Information,West,55548
25,College,16,Information,South,48340
38,SomeCollege,38,Information,South,61999
18,SomeCollege,27,Industrial,South,54783
25,<HS,28,Information,West,74712
46,College,2,Industrial,East,62432
49,HS,9,Industrial,West,32315
55,College,13,Information,South,47817
22,SomeCollege,11,Industrial,West,48829
64,HS,29,Information,East,56598
39,HS,31,Information,South,66129
64,<HS,31,Information,East,54239
51,College,31,Information,East,58672
18,Advanced,25,Information,South,32986
43,SomeCollege,0,Industrial,East,43111
60,HS,1,Information,West,21318
27,SomeCollege,16,Information,East,56629
47,College,29,Industrial,East,62622
35,College,38,Information,East,30215
34,HS,6,Information,West,52376
43,<HS,26,Industrial,East,48465
25,College,8,Information,East,75326
64,HS,21,Information,West,36584
57,HS,33,Information,South,63772
29,<HS,0,Information,South,67146
44,SomeCollege,8,Industrial,South,47075
25,College,19,Industrial,East,54387
42,Advanced,18,Information,South,66161
63,SomeCollege,35,Information,West,33507
21,SomeCollege,39,Information,East,43592
50,<HS,3,Industrial,East,52793
18,SomeCollege,8,Information,East,80960
36,HS,21,Information,South,44003
48,SomeCollege,17,Industrial,South,45970
33,HS,11,Industrial,South,73206
31,HS,38,Information,East,59944
22,<HS,8,Information,West,82738
58,HS,5,Information,East,66398
43,<HS,18,Information,West,47809
45,HS,6,Industrial,East,45676
19,Advanced,15,Industrial,West,37631
23,SomeCollege,4,Industrial,East,30424
26,SomeCollege,15,Information,East,55112
50,College,0,Information,West,59404
58,Advanced,36,Information,West,61211
42,SomeCollege,38,Information,West,48147
30,College,18,Industrial,West,78951
26,HS,36,Information,West,29623
30,HS,16,Information,West,27924
48,SomeCollege,25,Information,West,37705
58,College,21,Information,West,50089
28,College,7,Information,East,33543
21,HS,32,Industrial,West,70204
51,HS,1,Information,West,38915
55,SomeCollege,29,Industrial,East,36236
63,HS,19,Information,East,65826
21,SomeCollege,17,Information,South,53111
55,College,9,Industrial,South,61770
36,College,23,Information,West,49286
23,College,3,Industrial,West,54076
51,College,36,Information,South,28496
35,SomeCollege,3,Information,South,47782
30,College,12,Industrial,West,34279
58,SomeCollege,24,Industrial,South,79315
40,HS,12,Industrial,West,69392
36,<HS,17,Information,East,40191
62,HS,23,Information,East,46886
28,SomeCollege,1,Industrial,South,47593
18,SomeCollege,32,Industrial,East,82309
41,College,18,Information,East,55945
24,HS,8,Information,East,43581
42,HS,27,Industrial,East,52200
38,Advanced,34,Information,West,26945
32,HS,38,Information,West,48894
18,SomeCollege,9,Industrial,South,33786
29,SomeCollege,0,Information,East,22285
24,SomeCollege,20,Information,East,79798
32,<HS,8,Industrial,East,49595
38,<HS,14,Information,South,38426
36,HS,34,Industrial,West,24542
46,SomeCollege,4,Information,East,46683
42,SomeCollege,21,Information,West,47762
50,HS,22,Information,South,61475
49,SomeCollege,6,Industrial,West,35692
52,College,22,Information,East,41993
61,<HS,24,Information,West,36131
55,SomeCollege,26,Information,West,46729
43,College,5,Information,South,20105
28,HS,33,Information,South,37936
52,HS,8,Information,South,59445
25,SomeCollege,32,Information,South,31618
63,College,5,Information,West,64992
31,College,36,Industrial,West,63100
27,SomeCollege,30,Industrial,South,64355
19,College,33,Information,South,49932
63,HS,28,Information,East,48583
26,SomeCollege,13,Industrial,East,54794
20,SomeCollege,35,Industrial,South,69804
38,HS,35,Information,West,68439
43,College,14,Industrial,South,25066
25,SomeCollege,7,Information,West,36885
19,HS,25,Information,West,34190
23,Advanced,35,Information,East,60901
45,<HS,20,Industrial,South,39810
46,HS,27,Information,South,46949
43,<HS,3,Industrial,West,75619
42,College,15,Information,South,66813
29,College,21,Information,East,70642
22,HS,11,Information,East,39245
51,College,15,Industrial,South,8428
54,HS,39,Information,South,44067
32,College,37,Information,East,28400
61,SomeCollege,36,Information,South,20839
53,SomeCollege,28,Industrial,West,66930
32,Advanced,17,Information,South,36622
60,HS,9,Information,West,37901
40,HS,38,Information,South,44513
23,SomeCollege,17,Industrial,South,74697
63,Advanced,0,Industrial,East,47575
61,HS,38,Industrial,West,64273
60,<HS,20,Information,East,45269
62,HS,0,Information,South,26293
38,SomeCollege,14,Industrial,East,32152
40,HS,3,Information,South,49943
60,College,19,Information,South,51614
33,Advanced,9,Information,South,58140
64,SomeCollege,22,Industrial,West,58146
32,HS,33,Information,West,63502
42,SomeCollege,32,Information,West,38462
53,HS,33,Industrial,East,77408
28,College,38,Information,South,78781
32,SomeCollege,9,Information,East,42191
21,HS,19,Industrial,East,38091
38,College,0,Industrial,South,23227
30,SomeCollege,12,Industrial,East,52563
39,SomeCollege,0,Industrial,South,56786
36,<HS,4,Information,South,41310
51,College,15,Industrial,South,54241
31,Advanced,14,Information,South,29182
21,SomeCollege,27,Industrial,East,64515
63,Advanced,30,Industrial,East,42035
44,HS,22,Industrial,East,54331
46,SomeCollege,16,Industrial,West,53152
64,SomeCollege,33,Industrial,East,20593
45,SomeCollege,12,Information,East,62510
52,SomeCollege,13,Industrial,West,38233
25,HS,10,Information,South,53037
33,HS,27,Information,South,28851
59,HS,31,Information,South,42809
53,HS,34,Information,West,55448
47,College,30,Industrial,East,33810
35,HS,16,Industrial,East,34632
19,<HS,8,Information,East,51876
30,SomeCollege,9,Information,East,47487
21,SomeCollege,7,Information,West,55239
43,College,20,Industrial,East,44482
42,SomeCollege,12,Information,South,59622
47,HS,4,Industrial,West,41495
28,College,5,Industrial,West,58955
24,SomeCollege,29,Information,South,36398
48,<HS,30,Industrial,South,40835
61,SomeCollege,16,Industrial,East,60960
27,Advanced,10,Industrial,South,42284
56,HS,19,Information,West,32431
30,HS,8,Information,West,75951
48,HS,1,Industrial,West,49472
24,HS,36,Information,East,57071
59,SomeCollege,0,Industrial,East,16068
59,SomeCollege,3,Information,South,69977
53,<HS,35,Information,East,89693
37,Advanced,24,Information,East,68632
21,College,2,Information,West,70770
24,SomeCollege,8,Information,West,43868
18,College,21,Information,South,53777
61,<HS,22,Information,West,57321
62,SomeCollege,11,Industrial,East,39535
59,SomeCollege,9,Industrial,South,48139
64,College,33,Information,South,34985
30,College,9,Information,West,44067
39,HS,29,Information,West,62613
38,Advanced,21,Information,West,23513
39,HS,5,Information,South,64296
45,College,1,Information,West,26339
26,Advanced,29,Information,East,50786
43,HS,1,Industrial,South,52151
26,College,31,Information,West,58592
32,<HS,15,Industrial,East,47291
27,SomeCollege,11,Information,East,34329
41,SomeCollege,0,Industrial,West,52767
59,SomeCollege,7,Information,East,82587
25,Advanced,12,Information,South,49783
41,College,14,Information,South,36779
33,SomeCollege,7,Information,East,42992
43,College,9,Information,South,52253
44,Advanced,4,Information,West,45970
54,<HS,18,Industrial,East,43886
21,Advanced,37,Information,South,69911
41,<HS,10,Industrial,West,57759
36,College,19,Information,West,48222
53,HS,19,Industrial,South,48337
56,HS,20,Information,East,52597
27,SomeCollege,17,Information,West,58404
42,SomeCollege,9,Information,West,69234
35,HS,33,Information,West,43821
36,<HS,25,Information,West,35083
53,SomeCollege,29,Information,East,41658
27,Advanced,8,Industrial,South,36866
50,HS,30,Industrial,South,27109
22,HS,3,Information,South,71158
64,SomeCollege,5,Industrial,West,62818
52,<HS,13,Industrial,East,15747
61,College,3,Industrial,South,53269
51,College,25,Information,East,44348
50,SomeCollege,38,Information,South,42561
38,HS,16,Information,West,12702
34,College,18,Industrial,South,49621
39,SomeCollege,5,Information,West,51153
54,College,28,Information,West,32346
32,SomeCollege,10,Information,South,74341
52,College,15,Information,East,61870
45,SomeCollege,29,Industrial,West,34004
24,SomeCollege,24,Information,East,65345
49,Advanced,39,Industrial,South,43016
28,SomeCollege,10,Industrial,West,65826
27,SomeCollege,6,Information,East,28356
26,HS,25,Information,West,52550
31,SomeCollege,21,Industrial,South,31755
30,SomeCollege,24,Information,West,37439
42,HS,18,Information,South,21025
19,<HS,30,Information,East,31483
52,SomeCollege,25,Information,West,31395
24,College,35,Information,East,29519
38,SomeCollege,22,Information,South,52829
35,HS,12,Information,South,23507
20,College,24,Information,East,54482
59,<HS,1,Industrial,East,65088
56,SomeCollege,1,Information,South,36664
58,HS,15,Industrial,East,48725
28,HS,8,Information,South,44965
56,HS,27,Industrial,East,43827
41,HS,12,Information,South,11667
63,<HS,34,Industrial,South,33097
36,HS,12,Information,West,71921
21,SomeCollege,30,Industrial,South,54857
43,SomeCollege,20,Information,South,46379
55,HS,31,Information,West,19688
59,College,33,Information,West,58897
49,HS,7,Industrial,East,36325
56,SomeCollege,1,Industrial,East,31437
62,<HS,37,Information,South,32941
63,<HS,31,Industrial,East,57659
53,SomeCollege,39,Industrial,East,48935
57,SomeCollege,27,Industrial,South,62968
54,College,36,Industrial,West,66885
50,SomeCollege,0,Industrial,West,38907
53,Advanced,9,Information,South,49359
20,<HS,3,Industrial,South,45454
26,<HS,34,Information,South,29573
25,<HS,9,Industrial,South,31731
50,HS,10,Information,South,47537
23,SomeCollege,13,Information,South,49144
58,SomeCollege,37,Information,East,49176
56,<HS,11,Industrial,East,49200
21,Advanced,16,Industrial,East,37760
30,College,15,Information,West,81821
19,HS,34,Industrial,South,53477
22,<HS,1,Industrial,South,41367
61,HS,10,Industrial,East,56034
44,HS,2,Information,West,37231
49,HS,28,Industrial,East,50401
38,SomeCollege,17,Information,South,56010
25,HS,19,Industrial,South,58264
55,HS,13,Information,East,31140
25,Advanced,33,Information,East,95436
20,College,30,Industrial,South,67727
61,Advanced,39,Information,East,80487
20,HS,17,Information,South,46158
39,HS,29,Industrial,East,53701
23,SomeCollege,24,Information,West,50546
19,<HS,18,Information,South,41794
40,<HS,7,Information,West,61364
61,College,27,Information,East,36745
19,SomeCollege,7,Information,West,60473
55,SomeCollege,30,Information,East,42528
34,SomeCollege,2,Industrial,West,55985
52,SomeCollege,2,Information,West,71924
51,<HS,21,Information,West,48004
40,HS,16,Information,South,61703
47,HS,35,Information,West,42366
25,<HS,16,Industrial,East,32279
39,Advanced,13,Industrial,East,74925
61,SomeCollege,8,Information,South,61215
53,College,29,Information,South,47983
22,HS,20,Information,East,60446
30,HS,11,Industrial,West,34754
46,HS,36,Information,East,56633
48,<HS,31,Information,South,53255
64,HS,10,Information,South,59758
33,College,19,Industrial,East,74625
59,College,34,Industrial,West,71723
47,SomeCollege,10,Industrial,West,29167
33,SomeCollege,7,Information,South,20071
29,Advanced,3,Information,East,53685
34,<HS,26,Information,East,52540
33,HS,39,Industrial,South,32957
29,HS,37,Industrial,East,35588
25,College,29,Information,South,38444
37,Advanced,26,Information,West,70025
20,HS,20,Information,West,42912
33,College,19,Information,East,27441
47,College,3,Information,West,49033
62,HS,10,Information,West,49959
40,HS,12,Information,South,34518
45,SomeCollege,8,Information,South,58855
57,Advanced,3,Industrial,East,67058
22,HS,11,Information,South,44669
37,College,8,Information,East,27441
57,HS,12,Information,East,45893
61,College,25,Industrial,South,54525
18,SomeCollege,37,Industrial,West,17631
47,SomeCollege,12,Information,West,57222
38,College,38,Information,West,44375
37,College,27,Information,West,50655
23,College,18,Industrial,East,45655
39,<HS,23,Industrial,West,38698
35,College,18,Industrial,East,48335
25,HS,12,Information,South,42366
56,SomeCollege,12,Industrial,South,44636
49,SomeCollege,27,Industrial,East,36793
50,SomeCollege,1,Industrial,West,58051
33,SomeCollege,9,Information,East,68551
29,Advanced,21,Information,West,36900
55,HS,12,Information,West,48247
51,College,8,Information,East,33572
31,HS,32,Information,East,55820
53,HS,13,Industrial,West,53363
50,HS,19,Industrial,East,41315
40,Advanced,14,Industrial,West,48758
62,College,31,Information,East,62979
19,Advanced,32,Information,South,25889
58,Advanced,16,Industrial,West,30622
38,HS,23,Information,South,58727
19,HS,29,Information,East,50817
44,College,12,Industrial,South,48947
26,SomeCollege,15,Industrial,East,64144
18,SomeCollege,1,Information,West,60566
28,HS,16,Industrial,East,75726
20,SomeCollege,31,Industrial,East,63424
40,SomeCollege,7,Industrial,West,57885
43,HS,2,Industrial,East,49190
21,SomeCollege,11,Information,West,47837
35,SomeCollege,19,Industrial,East,49951
23,SomeCollege,15,Information,West,53344
52,HS,13,Information,South,31899
39,College,15,Industrial,East,53953
60,<HS,32,Information,East,46350
32,HS,29,Industrial,East,55355
39,College,11,Industrial,West,41334
54,SomeCollege,14,Industrial,East,40108
59,HS,17,Industrial,West,53460
29,College,27,Information,East,57159
64,SomeCollege,22,Information,South,40940
59,College,13,Information,East,69788
55,College,29,Information,South,69685
35,SomeCollege,32,Information,West,26265
62,SomeCollege,14,Information,South,38344
52,HS,6,Industrial,East,51743
47,HS,14,Industrial,East,55561
41,SomeCollege,37,Industrial,West,81985
59,SomeCollege,10,Industrial,East,52113
47,SomeCollege,28,Information,East,48253
31,HS,30,Information,West,32929
23,<HS,24,Information,West,26219
20,SomeCollege,23,Industrial,South,47994
33,HS,18,Information,West,80860
24,College,1,Industrial,East,46823
31,<HS,21,Information,West,38409
26,SomeCollege,19,Information,East,56781
32,Advanced,32,Information,South,19916
38,HS,7,Information,West,51189
52,SomeCollege,24,Information,East,62365
19,<HS,8,Industrial,West,35786
44,SomeCollege,33,Industrial,West,70533
19,SomeCollege,22,Information,West,59895
52,SomeCollege,4,Industrial,West,70668
35,SomeCollege,24,Information,South,29355
31,College,7,Industrial,East,47289
37,HS,15,Information,West,63831
35,<HS,14,Industrial,East,27532
27,College,0,Information,South,64206
42,SomeCollege,21,Information,East,47302
19,College,2,Information,East,64094
42,SomeCollege,37,Information,South,53262
50,College,13,Information,West,71162
53,SomeCollege,35,Information,East,30621
48,College,17,Industrial,East,54936
31,Advanced,17,Industrial,West,27326
18,SomeCollege,2,Industrial,West,56293
63,HS,9,Industrial,East,54917
33,HS,38,Industrial,South,45723
63,HS,0,Information,West,38243
20,HS,26,Information,West,45119
52,HS,26,Industrial,South,51464
