edad_cliente,tiempo_como_cliente_meses,ingresos_mensuales,visitas_mensuales_sitio_web,contactos,nivel_educativo,uso_tarjeta_credito,participa_en_promociones,calificacion_satisfaccion,descuento_promedio_usado,ventas_cliente
57,100,2950,8,2,2,0,1,3,0.06,513.77
49,86,1640,3,5,2,0,1,3,0.16,384.78
33,54,2800,5,1,3,1,1,4,0.22,431.93
66,80,2690,4,4,4,0,1,2,0.1,455.35
61,99,3090,5,1,2,0,1,4,0,522.2
47,19,2680,5,2,1,1,1,2,0.28,457.8
69,79,3170,7,2,2,0,1,3,0.23,562.15
23,71,4250,4,2,3,0,1,4,0.1,588.89
45,88,2670,4,6,2,0,1,2,0.3,456.98
49,7,3100,8,2,3,0,0,4,0,331.48
56,59,4270,4,4,2,0,1,4,0.13,593.54
53,32,4250,6,2,2,0,1,3,0.09,643.46
58,1,2270,9,1,2,0,1,3,0.03,447.05
40,68,2140,4,4,4,1,1,4,0.17,434.21
54,88,2340,3,2,1,1,1,4,0.05,415.34
64,80,3200,1,1,2,0,1,3,0.06,343.74
22,43,1550,2,4,4,0,0,4,0,301.61
44,86,3270,5,0,1,0,1,2,0.22,520.48
18,117,3490,2,4,3,0,1,4,0.1,513.64
62,56,1680,4,1,3,0,1,4,0.09,329.87
44,118,4930,5,1,4,0,1,2,0.03,692.63
36,51,4170,2,1,3,1,0,2,0,501.64
44,89,2920,1,4,3,1,1,3,0.23,477.13
64,103,3240,10,0,4,0,1,1,0.12,518.56
32,105,3350,3,1,1,1,1,2,0.23,498.35
56,109,3120,2,1,4,0,1,2,0.11,630.22
32,62,2210,6,2,3,0,1,4,0.05,397.85
51,5,1900,5,1,1,1,0,4,0,326.37
55,64,2040,8,0,3,0,1,3,0.19,288.34
34,111,2570,5,2,3,0,1,4,0.21,521.01
69,80,2930,7,3,2,1,1,2,0.12,547.43
20,16,5150,8,0,4,0,1,2,0.11,319.86
33,108,1810,1,0,4,1,1,3,0.13,496.62
53,112,3930,7,2,3,0,1,1,0.02,642.95
42,72,1820,4,3,1,0,1,3,0.18,432.42
28,3,1670,5,2,4,1,1,4,0.25,263.53
57,99,3300,8,1,3,0,1,4,0.05,713.48
64,33,3150,7,0,1,1,1,3,0.02,541
46,68,2590,6,2,4,0,1,2,0.13,502.33
48,103,3450,11,3,1,0,1,3,0.29,679.32
55,18,3050,6,0,1,1,1,1,0.26,427.83
44,78,3490,7,1,3,1,1,5,0.15,511.75
67,3,1680,4,4,4,1,1,4,0.1,378.73
29,13,2860,3,1,1,0,1,5,0.26,388.48
69,18,4140,7,3,4,1,0,4,0,426.6
49,27,3930,3,0,2,0,1,3,0.18,324.33
27,8,4370,8,0,4,0,1,4,0.05,485.9
34,85,3690,4,1,3,0,1,5,0.24,463.46
29,35,3020,3,1,4,1,0,3,0,357.13
59,61,3540,4,2,3,1,1,5,0.16,452.35
45,29,2530,6,8,1,0,1,3,0.24,281.69
53,81,3300,5,4,2,0,1,3,0.28,534.29
55,95,4500,3,2,1,0,1,2,0.12,599.58
33,65,2240,5,0,4,1,1,4,0.22,552.54
37,6,3370,4,2,4,1,1,3,0.14,304.95
20,82,2770,4,0,4,1,0,4,0,529.12
25,113,2130,2,4,3,1,1,4,0.1,379.11
59,62,3620,9,0,3,1,1,3,0.23,510.12
38,59,3250,3,2,4,0,1,3,0.17,511.3
27,41,2910,6,2,1,1,1,3,0.17,270.03
62,24,3550,7,4,4,1,1,3,0.13,441.8
18,48,3100,4,3,3,0,1,1,0.03,351.86
60,44,2040,3,1,3,1,1,2,0.18,522.37
36,102,4460,8,2,1,0,0,1,0,488.75
68,98,3450,8,0,3,0,1,3,0.07,427.92
25,86,3110,6,2,1,1,0,5,0,508.47
66,35,1790,11,3,3,0,1,5,0.03,315.85
32,93,4020,5,2,3,0,0,4,0,529.18
25,94,2510,3,2,1,1,1,1,0.22,584.94
57,64,1640,8,3,4,1,1,2,0.16,463.37
22,61,2580,6,1,1,1,1,5,0.08,453.29
18,98,4020,10,1,1,0,1,4,0.14,435.02
43,28,2310,5,3,4,1,1,4,0.21,584.7
39,99,4290,2,3,3,0,1,5,0.09,482.06
46,4,3760,5,2,1,1,1,3,0.3,377.6
18,81,3150,8,2,4,1,1,4,0.19,376.6
69,56,3270,2,0,2,0,1,1,0.01,310.37
60,96,4250,3,1,3,0,1,4,0.16,574.96
62,107,3350,4,2,1,1,1,1,0.14,751.28
53,39,2570,4,0,1,1,1,3,0.13,429.97
64,58,2460,6,0,2,1,0,3,0,322.79
30,101,1650,7,3,1,1,1,2,0.29,552.99
52,41,3390,5,4,4,1,1,1,0.27,523.35
53,1,2820,5,2,1,1,1,3,0.14,470.69
55,101,2680,2,2,4,1,1,4,0.22,679.69
67,16,3950,3,2,2,0,1,4,0.05,533.88
53,53,2590,5,3,2,1,1,1,0.19,616.25
69,29,3040,8,2,1,0,1,5,0.07,522.18
65,86,2770,7,1,3,0,1,5,0.04,692.11
60,99,2580,5,0,1,0,1,2,0.06,378.45
50,77,2110,3,7,2,1,1,3,0.08,404.64
35,15,3240,3,2,1,1,1,1,0.26,261.92
51,33,1650,6,0,4,1,1,2,0.23,598.45
44,59,3050,6,1,1,0,0,1,0,278.87
61,63,2650,3,3,3,0,1,4,0.08,480.43
68,48,3650,7,1,2,1,1,4,0.27,664.81
59,55,2600,7,0,2,0,1,2,0.27,407.79
25,81,1710,3,1,2,1,1,3,0.19,347.12
26,96,4030,6,2,3,0,1,2,0.15,508.16
68,17,2150,3,3,1,0,1,5,0.21,449.45
21,37,2910,1,3,3,0,1,4,0.17,336.67
19,74,3930,5,1,3,0,1,3,0.07,509.53
68,97,2010,6,1,4,1,1,3,0.05,623.28
32,106,3750,4,1,1,1,1,1,0.2,536.16
33,37,3160,4,3,1,0,1,5,0.05,331.74
66,119,1830,5,6,1,1,1,2,0.07,476.45
42,95,2920,3,4,2,0,0,5,0,339.99
52,22,3500,3,0,3,1,1,3,0.18,458.87
60,106,2610,2,1,2,1,1,3,0.08,727.94
28,66,2960,4,2,3,0,1,5,0.24,313.03
48,12,2370,7,0,4,1,1,2,0.16,398.28
66,8,3100,4,1,4,0,1,4,0.04,471.47
43,93,2840,4,2,1,0,1,3,0.09,532.77
32,74,3210,4,0,2,0,0,5,0,346.68
62,80,2990,4,4,2,1,1,4,0.22,580.34
30,118,2050,11,3,3,1,1,3,0.29,477.34
25,15,3160,6,1,1,1,1,4,0.03,250.75
23,89,3710,5,2,2,1,0,2,0,493
18,115,2150,10,2,2,1,1,1,0.26,701.58
63,99,3760,4,3,1,1,1,4,0.24,684.48
33,38,3130,4,2,2,0,1,4,0.21,416.26
25,80,2240,4,3,3,1,1,2,0.18,389.44
18,33,3560,4,3,4,1,1,5,0.1,400.2
31,35,4240,4,5,4,0,1,5,0.11,454.54
43,29,3330,2,4,2,0,1,4,0.13,531.7
59,47,3360,5,2,3,0,1,5,0.25,670.87
51,88,3930,4,5,4,0,1,4,0.1,578.28
40,83,2770,4,3,3,0,1,1,0.17,547.41
43,81,2890,7,3,4,1,1,3,0.07,356.01
66,38,3480,6,3,1,0,1,5,0.24,548.42
58,78,1910,3,2,3,1,1,4,0.21,335.59
68,65,2080,3,2,4,1,1,1,0.03,547.11
40,68,2810,2,2,1,0,1,3,0.11,315.31
37,102,3830,4,3,3,0,0,4,0,559.07
29,75,2800,3,0,3,1,1,3,0.22,481.75
23,76,2680,4,1,2,0,1,3,0.18,509.5
36,106,3250,5,1,3,0,1,1,0.11,550.43
30,69,2550,1,0,1,0,0,2,0,302.86
25,7,2870,8,1,3,1,1,3,0.15,281.72
39,1,1260,4,4,4,0,0,4,0,135.94
30,19,2530,6,1,2,0,1,1,0.29,575.64
37,41,2730,4,3,3,0,1,1,0.18,389.06
50,75,4460,3,5,1,0,1,2,0,467.81
52,17,4340,6,1,2,1,0,4,0,337.24
23,18,3310,2,0,1,0,1,1,0.1,148.28
37,87,2370,2,4,4,0,0,5,0,434.19
58,21,4210,2,2,1,1,1,2,0.29,414.88
40,77,2750,4,4,2,1,1,4,0.17,415.44
46,21,3410,6,3,1,1,1,5,0.01,469.36
55,78,2780,7,1,2,0,1,3,0.06,469.99
51,68,3220,2,2,2,0,0,4,0,159.86
69,94,3330,3,4,4,0,1,1,0.2,554.12
67,90,4150,6,4,4,1,1,3,0.24,701.38
25,57,2510,6,3,4,0,1,4,0.05,232.02
33,4,3260,7,1,1,1,1,4,0.06,290.75
41,84,2770,6,0,3,0,1,3,0.15,686.38
38,117,3000,5,4,3,1,1,4,0.2,500.41
42,55,3160,6,2,4,0,1,4,0.02,366.29
48,100,4140,2,3,3,1,0,4,0,434.28
30,37,3020,4,3,1,1,1,5,0.27,333.88
32,106,3120,3,1,2,0,0,3,0,337.05
22,56,3830,9,2,4,1,1,4,0.15,596.22
41,96,3790,4,3,2,1,1,4,0.27,579.98
61,97,4810,3,3,1,0,1,4,0.13,523.17
60,17,3640,5,2,3,1,1,4,0.13,427.4
18,3,2430,6,4,3,0,1,5,0.17,378.04
31,76,3580,5,4,2,1,1,4,0.12,412.42
18,30,1380,3,4,1,1,1,4,0.23,453.85
20,17,2060,5,1,2,0,1,4,0.25,386.47
29,16,3330,7,2,3,1,1,1,0.14,545.24
30,71,2260,5,2,4,1,0,5,0,415.27
27,79,3160,10,3,4,0,1,4,0.16,656.97
25,71,2130,3,1,1,0,1,4,0.26,387.23
43,79,3480,8,2,4,1,1,5,0.29,524.3
23,106,2020,7,3,1,0,1,2,0,444.87
67,86,1320,7,5,3,0,1,3,0.11,493.46
56,87,3500,6,4,1,1,0,4,0,463.29
41,90,2540,3,3,1,1,0,2,0,416.43
50,102,2520,3,2,4,1,1,5,0.06,686.32
34,81,2180,9,3,3,1,1,3,0.2,480.58
25,70,2670,0,1,2,1,1,4,0.17,481.61
64,69,2960,7,2,1,0,1,1,0.08,338.79
38,5,3960,5,1,1,1,0,1,0,297.8
61,49,1390,4,4,4,0,1,5,0.15,428.85
35,64,2850,7,1,1,1,1,5,0.15,366.67
61,44,3590,3,2,4,0,1,3,0.13,338.84
34,80,3550,5,4,2,0,1,3,0.14,611.79
50,109,4150,3,7,1,1,0,2,0,383.49
25,4,2110,4,1,3,0,1,4,0.18,317.89
57,95,2660,5,1,1,0,1,3,0.24,557.51
33,24,2390,7,1,4,1,1,1,0.24,388.61
45,21,2960,7,3,3,0,1,3,0.09,478.91
32,54,1450,4,0,3,1,1,5,0.13,243.63
47,93,2720,6,3,2,1,0,1,0,248.42
51,70,2160,1,2,2,0,1,1,0.22,416.92
33,82,3880,2,2,2,0,0,3,0,381.11
44,93,2480,5,1,1,0,1,5,0.23,517.29
46,88,2660,0,4,1,1,0,2,0,405.97
44,105,3200,4,1,1,0,1,5,0.11,701.45
33,71,2440,5,5,1,0,1,3,0.27,312.5
33,2,3440,4,2,3,0,1,4,0.24,551.72
39,42,2590,5,3,3,0,1,1,0.12,578.44
43,46,3480,5,1,4,0,1,2,0.18,330.32
44,107,3390,10,2,2,1,1,3,0.23,605.08
69,29,3600,5,4,3,1,1,4,0.1,470.13
35,107,3200,4,5,4,0,1,5,0.16,457.83
58,73,4770,6,1,1,1,1,4,0.22,566.92
63,21,2680,3,2,4,0,1,4,0.2,633.47
65,47,2510,2,1,2,1,1,4,0.2,314.76
67,75,2030,7,1,1,1,1,2,0.17,336.82
30,79,1960,6,2,3,0,1,5,0.25,381.54
43,19,3000,5,0,1,0,1,4,0.11,355.3
61,91,2380,3,4,2,1,1,3,0.11,642.09
30,103,1940,2,2,1,0,1,1,0.09,321.39
24,5,3130,3,4,4,0,1,2,0.25,272.46
43,63,3140,3,1,2,0,1,2,0.12,191.73
47,17,3140,4,0,3,0,1,4,0.02,432.21
60,108,3050,2,2,3,1,1,2,0.02,520.15
35,110,2600,4,2,1,0,1,2,0.03,327.49
69,4,3070,4,4,2,1,1,2,0.28,577.65
57,7,2010,8,0,4,1,0,4,0,328.18
45,71,4250,4,1,3,0,1,5,0.27,657.43
33,41,3640,5,3,4,1,1,4,0.23,391.45
39,51,3080,2,0,4,1,1,4,0.04,219.3
66,9,3030,5,1,2,0,1,4,0.17,433.42
19,4,3440,7,3,1,1,1,3,0.26,615.35
41,15,3890,4,1,2,0,1,2,0.09,408.06
47,28,4320,4,1,1,1,1,5,0.29,351.46
40,104,3020,5,1,2,0,1,4,0.28,591.85
41,91,2580,5,2,4,1,0,1,0,400.92
37,110,2410,4,5,4,1,1,5,0.09,437.97
37,82,3620,3,1,3,0,0,2,0,302.72
21,59,2150,5,5,1,1,1,5,0.04,424.41
36,11,2040,3,1,3,0,0,3,0,358.16
48,60,3360,7,4,2,0,1,3,0.01,462.57
19,30,3260,3,0,3,0,1,3,0.17,425.18
51,79,2320,0,1,3,0,1,4,0.22,492.82
35,5,3690,6,2,3,0,1,5,0.23,448.96
47,75,4230,3,2,4,1,1,4,0.1,533.25
60,57,4510,4,1,3,0,1,2,0.19,524.88
26,77,2970,3,1,3,1,1,4,0.11,437.86
40,43,2760,1,1,1,1,1,3,0.01,382.07
63,83,3960,5,1,3,1,0,3,0,389.44
24,33,3270,8,1,1,0,1,2,0.28,461.88
64,44,2080,1,3,2,1,1,4,0.17,327.98
46,23,2710,6,0,3,1,1,1,0.07,290.51
47,72,3840,5,3,3,0,1,1,0.01,441.07
39,84,2680,7,3,3,1,1,3,0.08,430.4
65,41,2970,4,6,4,1,1,2,0.27,508.78
21,69,3330,6,0,4,1,1,4,0.15,455.43
39,93,2640,7,4,2,1,1,3,0.28,742.8
45,20,1250,10,2,2,1,1,3,0.06,395.98
26,50,3670,7,6,3,1,1,1,0.11,452.84
34,107,3200,2,1,3,0,1,3,0.08,450.21
48,59,3120,7,4,1,1,1,3,0.26,422.09
62,115,2270,5,2,2,1,1,4,0.22,723.41
66,94,1690,8,1,1,0,1,4,0.24,524.65
20,89,3710,7,2,2,1,1,3,0.07,621.08
66,101,1690,6,2,2,1,1,2,0.25,501.21
20,19,2170,5,1,3,1,0,5,0,278.76
33,28,3470,4,4,3,1,1,4,0.01,320.06
34,9,3520,10,2,2,1,1,4,0.26,502.9
44,116,2220,8,3,4,0,0,4,0,593.72
26,26,3270,5,3,1,1,1,2,0.19,443.4
27,81,3380,10,4,3,1,1,2,0.28,603.09
59,79,3620,6,4,2,1,1,5,0.18,627.23
45,54,2970,1,2,1,1,1,1,0.23,389.78
41,90,3380,8,2,2,1,1,4,0.28,649.07
31,45,2010,9,0,4,1,1,4,0.16,480.72
28,59,2340,2,2,3,0,1,4,0.1,386.02
68,77,3420,3,2,3,0,1,5,0.14,626.55
28,38,3020,4,2,4,1,1,2,0.13,378.31
66,27,3520,5,2,1,0,1,5,0.2,460.25
46,34,2880,6,2,3,0,1,3,0.14,483.81
35,45,2210,6,1,3,0,1,3,0.08,406.42
33,117,3230,8,5,4,1,1,4,0.08,511.81
69,11,1900,2,0,1,0,1,4,0.2,399.93
34,102,3600,5,0,1,1,1,5,0.26,571.54
54,85,4610,5,1,3,1,1,3,0.12,719.37
64,45,4760,6,6,4,1,1,2,0.1,661.02
36,1,5070,6,5,3,1,1,4,0.14,479.87
50,78,2560,7,3,4,1,1,4,0,580.22
24,23,2810,8,1,4,1,0,4,0,270.25
46,46,4080,9,0,4,0,1,4,0.05,431.88
58,102,2800,5,4,3,1,0,3,0,661.37
53,91,2260,2,2,3,0,1,4,0.05,388.35
61,99,4490,6,2,3,0,1,4,0.12,671.56
61,65,1990,7,0,4,0,1,3,0.29,566.72
20,61,2110,2,1,1,1,1,3,0.08,320.86
46,43,2570,8,3,3,0,1,4,0.08,350.48
33,116,2310,6,2,1,0,1,2,0.15,649.03
44,63,2560,1,2,1,0,0,5,0,244.34
34,97,3610,6,0,4,0,1,4,0.12,596.71
62,108,2060,4,3,3,0,1,4,0.07,395.05
19,51,3450,5,4,1,1,0,1,0,484.79
45,113,2200,7,0,1,1,1,5,0.02,612.59
30,64,1360,6,2,2,1,1,4,0.14,435.21
21,21,4060,8,3,2,1,1,1,0.19,370.02
68,27,2870,9,2,3,0,0,3,0,232.55
29,71,1910,4,1,4,1,1,4,0.01,212.34
33,12,2880,2,1,1,0,1,4,0.26,306.13
46,60,2000,8,2,1,1,1,2,0.12,450.46
48,2,3390,6,2,4,0,0,4,0,309.78
32,34,3000,2,2,1,0,1,3,0.21,152.66
18,40,3720,8,3,3,0,1,1,0.17,389.34
62,112,2870,4,1,3,0,1,5,0.23,681.66
34,108,4070,4,3,2,0,1,4,0.04,386.75
48,112,2030,6,2,4,0,0,4,0,744.57
46,66,2230,5,3,1,1,1,2,0.27,527.68
36,52,3030,3,0,4,0,1,4,0.27,458.61
34,85,3300,6,1,1,0,1,4,0.02,482.01
21,107,3020,6,4,4,0,1,1,0.11,459.08
63,109,2070,9,5,1,0,1,1,0.04,482.24
66,61,2770,3,1,4,0,1,3,0.06,631.32
41,56,1880,4,4,3,0,0,5,0,237.34
49,12,2840,5,3,3,0,1,5,0,288.15
45,117,3270,5,4,2,0,1,3,0.04,433.41
58,68,2800,3,4,3,1,1,1,0.08,480.81
69,20,1980,3,3,3,0,1,5,0.25,394.47
45,63,3230,5,1,1,0,0,5,0,457.58
41,119,3380,8,3,1,0,1,5,0.11,446.79
26,10,2360,6,2,3,0,1,4,0.09,302.26
64,72,2170,1,1,2,1,1,3,0.27,485.58
59,71,3740,6,1,4,0,1,2,0.17,554.85
43,76,3770,5,1,4,0,1,4,0.27,576.76
18,34,3860,4,2,3,0,1,3,0.06,407.39
69,87,3310,6,1,3,1,1,2,0.13,661.3
60,67,3190,5,0,2,1,1,5,0.3,537.37
51,106,2230,3,1,3,1,1,2,0.17,318.02
68,44,3750,4,1,3,1,1,4,0.05,607.56
49,65,2150,4,1,1,0,1,5,0.13,282.12
25,35,2080,4,0,4,1,1,4,0.29,249.88
35,71,2540,3,2,1,0,1,4,0.15,283.52
60,113,2300,3,2,1,0,1,5,0.23,606.51
32,28,1800,3,3,1,0,1,4,0.04,431.42
69,107,3030,6,4,3,1,1,3,0.07,488.23
60,15,3220,7,1,4,0,1,1,0.28,518.3
26,3,3660,4,0,4,0,1,3,0.19,303.98
45,114,2310,5,1,4,1,1,1,0.1,729.26
53,60,3810,4,4,3,1,1,1,0.11,447.45
28,68,2360,7,1,2,1,1,2,0.2,186.26
59,69,3400,2,4,4,0,1,4,0.03,516.53
39,112,3180,2,2,3,0,1,5,0.01,539.68
44,76,4570,5,2,1,1,1,4,0.03,409.58
49,112,2570,2,3,2,0,0,4,0,356.74
57,89,2980,4,2,3,0,1,4,0.18,614.06
29,23,2910,3,1,1,0,1,5,0.22,252.35
32,44,3130,8,4,1,1,1,3,0.03,389.3
41,87,2890,6,1,1,0,1,4,0.04,433.29
19,90,2740,3,3,2,1,1,4,0.28,390.35
46,59,3690,6,2,2,0,1,5,0.04,449.75
30,101,2800,3,2,3,1,1,2,0.15,246.51
60,32,3210,7,1,2,1,1,5,0.07,605.26
46,19,2050,0,2,1,1,1,3,0.3,318.29
26,82,2780,2,5,4,0,1,3,0.18,207.81
39,72,2970,6,5,3,0,0,4,0,464.11
45,22,2880,5,4,3,0,1,3,0.09,498.59
47,65,2670,6,2,4,0,1,2,0.29,579.87
46,52,3600,2,2,1,0,1,2,0.12,466.52
61,31,2920,5,3,3,1,1,5,0.16,498.96
69,56,2880,4,3,4,0,1,3,0.07,606.96
40,90,1930,4,3,3,1,1,5,0.25,426.44
20,4,2610,7,2,1,1,1,5,0.18,301.72
28,86,1960,7,2,1,1,1,4,0.21,502.88
56,108,2900,2,3,2,1,1,5,0.17,571.83
18,21,3240,2,4,4,0,1,2,0.2,178
65,22,4270,1,2,4,0,1,4,0.01,428.49
59,21,3320,6,5,4,0,1,4,0.09,418.03
30,23,1270,3,2,4,1,1,3,0.21,447.85
25,47,4220,4,2,3,1,1,4,0.16,254.94
49,17,2270,6,2,2,1,1,4,0.2,380.15
33,71,2470,3,5,1,0,1,5,0.28,388.52
45,22,3510,6,1,4,1,1,5,0.02,458.54
59,95,2290,3,4,1,0,1,3,0.1,395.88
30,118,3750,5,3,2,1,1,3,0.18,662.45
51,78,1100,1,2,3,0,1,4,0.1,324.42
65,37,3250,11,2,3,0,1,5,0.29,481.48
57,72,2750,4,3,2,1,1,4,0.28,436.11
32,87,4260,4,3,4,0,1,3,0.18,573.62
64,98,3060,7,0,2,0,1,1,0.25,545.34
63,97,4410,4,0,4,0,1,5,0.21,695.94
20,94,1420,7,3,1,0,1,4,0.19,497.17
40,14,1890,7,2,2,0,1,4,0.24,329.78
35,63,3530,2,1,1,1,1,5,0.09,402.72
23,95,3230,4,1,2,1,0,1,0,336.3
38,9,2900,6,3,4,1,1,2,0.29,282.64
65,24,4090,3,0,1,1,1,4,0.24,535.22
47,14,3230,6,2,1,1,0,4,0,225.97
56,83,2770,6,5,2,0,1,4,0.03,380.34
19,79,2480,4,3,1,1,1,4,0.27,592.82
31,74,3470,6,2,1,1,1,4,0.11,358.62
66,33,3110,6,3,4,0,1,1,0.11,355.34
39,45,2690,7,5,1,0,1,1,0.01,493.65
49,24,2300,4,0,3,1,1,4,0.24,458.73
18,44,3460,3,2,1,1,1,3,0.07,446.49
63,4,2960,4,3,4,0,1,4,0.26,476.59
35,17,3360,9,1,1,1,1,5,0.08,390.85
67,116,2600,3,2,4,1,0,5,0,696.79
63,37,2510,6,1,3,0,0,5,0,432.93
40,3,1880,9,0,3,1,0,2,0,218.93
49,61,2620,7,1,2,0,1,1,0.08,404.62
33,71,3550,4,3,3,0,1,1,0.27,415.09
58,32,2880,4,1,4,0,1,2,0.21,529.15
43,36,2330,3,2,1,0,0,1,0,278.16
64,22,3230,5,2,4,0,1,1,0.15,482.75
54,87,2690,3,6,2,1,1,4,0.06,572.45
45,60,3920,2,3,1,1,1,2,0.29,552.32
30,68,2210,5,2,3,1,1,4,0.02,354.6
27,119,3350,6,4,3,0,1,5,0.05,213.17
45,6,1730,3,1,2,1,1,3,0.08,305.64
21,35,3150,4,4,2,1,0,3,0,91.86
21,83,1840,6,2,3,0,1,4,0.14,418.75
56,89,2890,7,2,4,0,1,2,0.29,616.83
53,84,2530,4,0,3,0,1,3,0.17,542.63
39,117,1690,7,2,3,0,1,1,0.2,645.42
62,5,4510,9,3,3,0,1,3,0.3,572.32
25,26,4060,4,1,2,1,1,2,0.29,430.61
39,29,3040,1,2,1,1,1,5,0.04,324.75
47,57,2360,4,1,4,1,0,5,0,451.12
24,22,3170,7,1,3,0,1,5,0.22,375.2
64,58,3420,5,2,2,0,1,1,0.05,306.02
33,36,2280,5,1,1,0,1,1,0.3,544.75
52,62,3390,4,3,2,1,1,3,0.1,435.95
56,50,4240,7,3,4,1,1,1,0.16,428.83
27,40,4410,5,5,2,1,1,3,0.05,401.31
49,99,4110,3,1,4,0,1,2,0.01,424.3
51,28,2690,6,2,1,0,1,4,0.21,415.43
26,63,2740,4,2,1,0,1,5,0.12,457.54
20,39,2280,4,1,2,0,1,4,0.07,190.32
67,6,3820,5,1,3,0,1,2,0,542.69
49,106,4310,3,2,3,0,1,1,0.27,605.23
33,64,4450,4,1,4,1,1,4,0.22,649.87
62,39,3080,3,3,3,1,1,1,0.15,210.77
60,37,3130,2,4,1,1,1,1,0.13,407.2
37,90,3180,4,3,3,0,1,4,0.2,506.62
46,80,2400,3,2,1,1,1,2,0.26,420.13
37,5,2960,6,2,3,0,0,2,0,212.86
42,13,4070,4,1,2,0,0,3,0,540.96
34,68,3160,1,4,2,1,0,5,0,233.43
60,29,1690,4,2,1,0,1,1,0.09,395.95
55,37,2660,5,2,3,1,1,1,0.06,356.63
31,74,3580,6,2,2,1,0,5,0,368.27
25,54,4210,10,1,3,0,1,1,0.05,290.3
31,10,3650,4,1,4,1,1,4,0.21,543.46
43,48,3690,4,0,3,0,1,4,0.08,482.32
31,24,1860,3,4,3,0,1,4,0.21,192.37
60,115,3700,4,1,4,1,1,3,0.12,594.63
62,61,2500,6,2,2,0,1,1,0.23,391.95
50,32,3320,6,0,3,1,1,2,0.19,502.74
50,13,3300,5,1,4,1,1,1,0.15,229.02
55,10,2110,1,3,2,1,1,4,0.16,412.59
67,19,3520,4,2,2,1,1,5,0.1,683.46
47,109,3740,3,1,1,1,1,1,0.09,582.64
62,102,3290,4,1,3,0,1,3,0.2,770.77
36,45,3010,3,1,3,1,1,4,0.29,457.69
27,51,2110,3,2,3,1,1,3,0.14,529.66
64,83,4610,4,1,1,0,1,2,0.16,717.09
21,88,2230,3,3,1,0,1,4,0.13,328.75
19,13,2500,4,4,1,0,1,3,0.09,243.08
68,47,1650,9,3,4,0,0,4,0,555.05
65,18,2060,2,0,2,1,1,4,0.1,323.9
39,16,4240,2,1,4,1,0,5,0,572.9
